"Received
Posted","Operator Name
Number",Operator Contact,"Approved Date
API No.
(Scout Card Link)",Type of Permit,Well Name/Number,Objective Formation,Proposed TD,Well Location,Footage Call,Field,County
"09/26/2016
10/04/2016","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","11/27/2016
05-123-43881-00",DR ,"Wolf Fed
11O-0244 ",NIOBRARA ,16605,SWSE 11 10N 59W,450 FSL 1562 FEL,"WILDCAT
99999 ",WELD 
"09/26/2016
10/04/2016","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","11/27/2016
05-123-43883-00",DR ,"Wolf Fed
11O-0211 ",NIOBRARA ,16383,SWSE 11 10N 59W,451 FSL 1592 FEL,"WILDCAT
99999 ",WELD 
"09/26/2016
10/04/2016","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","11/27/2016
05-123-43882-00",DR ,"Wolf Fed
11O-0212 ",NIOBRARA ,16520,SWSE 11 10N 59W,449 FSL 1532 FEL,"WILDCAT
99999 ",WELD 
"09/26/2016
10/04/2016","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","11/27/2016
05-123-43885-00",DR ,"Wolf Fed
11O-0210 ",NIOBRARA ,16499,SWSE 11 10N 59W,452 FSL 1652 FEL,"WILDCAT
99999 ",WELD 
"09/26/2016
10/04/2016","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","11/27/2016
05-123-43886-00",DR ,"Wolf Fed
11O-0209 ",NIOBRARA ,16387,SWSE 11 10N 59W,454 FSL 1712 FEL,"WILDCAT
99999 ",WELD 
"08/04/2016
08/24/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","Shayelyn Marshall 
(720) 929-6907 ","11/27/2016
05-123-42013-00",DR ,"FITZSIMMONS
34N-9HZ ",NIOBRARA ,13175,NENW 9 1N 66W,1006 FNL 1559 FWL,"WATTENBERG
90750 ",WELD 
"08/04/2016
08/24/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","Shayelyn Marshall 
(720) 929-6907 ","11/27/2016
05-123-42008-00",DR ,"FITZSIMMONS
13N-9HZ ",NIOBRARA ,13143,NENW 9 1N 66W,988 FNL 1583 FWL,"WATTENBERG
90750 ",WELD 
"08/04/2016
08/24/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","Shayelyn Marshall 
(720) 929-6907 ","11/27/2016
05-123-42007-00",DR ,"FITZSIMMONS
34C-9HZ ",CODELL ,13400,NENW 9 1N 66W,1015 FNL 1548 FWL,"WATTENBERG
90750 ",WELD 
"08/04/2016
08/24/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","Shayelyn Marshall 
(720) 929-6907 ","11/27/2016
05-123-42012-00",DR ,"FITZSIMMONS
35N-9HZ ",NIOBRARA ,12968,NENW 9 1N 66W,575 FNL 2112 FWL,"WATTENBERG
90750 ",WELD 
"08/04/2016
08/24/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","Shayelyn Marshall 
(720) 929-6907 ","11/27/2016
05-123-42011-00",DR ,"FITZSIMMONS
14N-9HZ ",NIOBRARA ,12909,NENW 9 1N 66W,557 FNL 2135 FWL,"WATTENBERG
90750 ",WELD 
"08/04/2016
08/24/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","Shayelyn Marshall 
(720) 929-6907 ","11/27/2016
05-123-42009-00",DR ,"FITZSIMMONS
36N-W9HZ ",NIOBRARA ,12930,NENW 9 1N 66W,529 FNL 2171 FWL,"WATTENBERG
90750 ",WELD 
"08/04/2016
08/24/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","Shayelyn Marshall 
(720) 929-6907 ","11/27/2016
05-123-42015-00",DR ,"FITZSIMMONS
36C-9HZ ",CODELL ,13122,NENW 9 1N 66W,548 FNL 2147 FWL,"WATTENBERG
90750 ",WELD 
"08/04/2016
08/24/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","Shayelyn Marshall 
(720) 929-6907 ","11/27/2016
05-123-42006-00",DR ,"FITZSIMMONS
36N-E9HZ ",NIOBRARA ,12984,NENW 9 1N 66W,520 FNL 2183 FWL,"WATTENBERG
90750 ",WELD 
"08/04/2016
08/19/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","Shayelyn Marshall 
(720) 929-6907 ","11/27/2016
05-123-42010-00",DR ,"FITZSIMMONS
19N-9HZ ",NIOBRARA ,13255,NENW 9 1N 66W,978 FNL 1595 FWL,"WATTENBERG
90750 ",WELD 
"08/04/2016
08/24/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","Shayelyn Marshall 
(720) 929-6907 ","11/27/2016
05-123-42014-00",DR ,"FITZSIMMONS
35C-9HZ ",CODELL ,13217,NENW 9 1N 66W,960 FNL 1619 FWL,"WATTENBERG
90750 ",WELD 
"09/20/2016
09/30/2016","EXPEDITION WATER SOLUTIONS COLORADO LLC
10580 ","Jeremiah Demuth 
(303) 290-9414 ","11/23/2016
05-123-43880-00",DR ,"EWS
3A ","AMAZON, LYONS, VIRGIL, WOLFCAMP, ADMIRE, LOWER SATANKA, FOUNTAIN, MISSOURI, COUNCIL GROVE, DENVER BASIN COMBINED DISPOSAL ZONE ",12786,SWNW 23 4N 66W,2528 FNL 1045 FWL,"WATTENBERG
90750 ",WELD 
"10/18/2016
10/31/2016","LONGS PEAK RESOURCES LLC
10611 ","David Clarkson 
(720) 542-9516 ","11/23/2016
05-123-40723-00",DR ,"Pismo East
35-2-2-2CH ",CODELL ,18802,NWNE 35 12N 66W,750 FNL 2093 FEL,"WILDCAT
99999 ",WELD 
"10/18/2016
10/31/2016","LONGS PEAK RESOURCES LLC
10611 ","David Clarkson 
(720) 542-9516 ","11/23/2016
05-123-40719-00",DR ,"Pismo East
35-2-2-4CH ",CODELL ,18697,NWNE 35 12N 66W,750 FNL 2173 FEL,"WILDCAT
99999 ",WELD 
"10/06/2016
10/12/2016","LARIO OIL & GAS COMPANY
49888 ","Andrea Gross 
(303) 942-0506 ","11/18/2016
05-121-11064-00",DR ,"Friend Trust
18-22 ","BLAINE, MARMATON, MORROW, ATOKA, FORT HAYS, NIOBRARA, ARBUCKLE, DAKOTA-J SAND-D SAND, LANSING-KANSAS CITY, MISSISSIPPIAN, CHEROKEE, MORRISON, STONE CORRAL ",8200,SENW 18 4S 50W,1554 FNL 1917 FWL,"WILDCAT
99999 ",WASHINGTON 
"09/28/2016
10/06/2016","NOBLE ENERGY INC
100322 ","Jan Kajiwara 
(303) 228-4092 ","11/18/2016
05-123-43877-00",DR ,"Wells Ranch State
AA33-718 ",NIOBRARA ,16553,SESE 21 6N 63W,255 FSL 1130 FEL,"WATTENBERG
90750 ",WELD 
"09/28/2016
10/06/2016","NOBLE ENERGY INC
100322 ","Jan Kajiwara 
(303) 228-4092 ","11/18/2016
05-123-43879-00",DR ,"Wells Ranch State
AA33-735 ",NIOBRARA ,16441,SESE 21 6N 63W,255 FSL 1205 FEL,"WATTENBERG
90750 ",WELD 
"09/28/2016
10/07/2016","NOBLE ENERGY INC
100322 ","Jan Kajiwara 
(303) 228-4092 ","11/18/2016
05-123-43878-00",DR ,"Wells Ranch State
AA33-744 ",NIOBRARA ,16469,SESW 21 6N 63W,255 FSL 2540 FWL,"WATTENBERG
90750 ",WELD 
"09/28/2016
10/07/2016","NOBLE ENERGY INC
100322 ","Jan Kajiwara 
(303) 228-4092 ","11/18/2016
05-123-43873-00",DR ,"Wells Ranch State
AA33-750 ",NIOBRARA ,16508,SESW 21 6N 63W,255 FSL 2502 FWL,"WATTENBERG
90750 ",WELD 
"09/28/2016
10/10/2016","NOBLE ENERGY INC
100322 ","Jan Kajiwara 
(303) 228-4092 ","11/18/2016
05-123-43874-00",DR ,"Wells Ranch State
AA33-755 ",NIOBRARA ,16439,SESW 21 6N 63W,255 FSL 2465 FWL,"WATTENBERG
90750 ",WELD 
"09/28/2016
10/06/2016","NOBLE ENERGY INC
100322 ","Jan Kajiwara 
(303) 228-4092 ","11/18/2016
05-123-43876-00",DR ,"Wells Ranch State
AA33-790 ",NIOBRARA ,16714,SWSW 21 6N 63W,255 FSL 735 FWL,"WATTENBERG
90750 ",WELD 
"09/28/2016
10/07/2016","NOBLE ENERGY INC
100322 ","Jan Kajiwara 
(303) 228-4092 ","11/18/2016
05-123-43872-00",DR ,"Wells Ranch State
AA33-766 ",NIOBRARA ,16397,SWSW 21 6N 63W,255 FSL 847 FWL,"WATTENBERG
90750 ",WELD 
"09/28/2016
10/10/2016","NOBLE ENERGY INC
100322 ","Jan Kajiwara 
(303) 228-4092 ","11/18/2016
05-123-43875-00",DR ,"Wells Ranch State
AA33-785 ",NIOBRARA ,16741,SWSW 21 6N 63W,255 FSL 772 FWL,"WATTENBERG
90750 ",WELD 
"09/28/2016
10/07/2016","NOBLE ENERGY INC
100322 ","Jan Kajiwara 
(303) 228-4092 ","11/18/2016
05-123-43871-00",DR ,"Wells Ranch State
AA33-775 ",NIOBRARA ,16295,SWSW 21 6N 63W,255 FSL 810 FWL,"WATTENBERG
90750 ",WELD 
"09/13/2016
10/05/2016","ST CROIX OPERATING INC
81490 ","Paul Melnychenko 
(303) 489-9298 ","11/18/2016
05-121-11063-00",DR ,"Hickert-Boone
1 ","DAKOTA, D SAND, J SAND ",3900,SWSE 34 2S 49W,1100 FSL 2200 FEL,"WILDCAT
99999 ",WASHINGTON 
"10/13/2016
10/24/2016","BP AMERICA PRODUCTION COMPANY
10000 ","Naomi Azulai 
(970) 3757511 ","11/18/2016
05-067-09964-02",DR ,"Southern Ute Tribal K
4 ",FRUITLAND COAL ,5958,SWNW 5 33N 7W,1581 FNL 1154 FWL,"IGNACIO BLANCO
38300 ",LA PLATA 
"10/13/2016
10/24/2016","BP AMERICA PRODUCTION COMPANY
10000 ","Naomi Azulai 
(970) 3757511 ","11/18/2016
05-067-09964-01",DR ,"Southern Ute Tribal K
4 ",FRUITLAND COAL ,6059,SWNW 5 33N 7W,1581 FNL 1154 FWL,"IGNACIO BLANCO
38300 ",LA PLATA 
"11/11/2016
11/11/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","CHERYL LIGHT 
(720) 929-6461 ","11/15/2016
05-123-39782-01",DR ,"JZM
27N-W3HZX ",NIOBRARA ,17586,SWSE 10 1N 67W,288 FSL 2252 FEL,"WATTENBERG
90750 ",WELD 
"06/30/2016
07/06/2016","GRMR OIL & GAS LLC
10524 ","Kristina Lee 
(303) 659-9581 ","11/14/2016
05-081-07833-00",DR ,"Bert Federal
29-13 ",NIOBRARA ,8239,Lot2 29 5N 90W,648 FSL 886 FWL,"SAND WASH HORIZONTAL NIOBRARA
76400 ",MOFFAT 
"08/26/2016
09/20/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Callie Fiddes 
(303) 398-0550 ","11/14/2016
05-123-43863-00",DR ,"Boulter FF
26-039HC ",CODELL ,17198,SWNW 27 5N 65W,1735 FNL 250 FWL,"WATTENBERG
90750 ",WELD 
"09/20/2016
10/11/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Callie Fiddes 
(303) 398-0550 ","11/14/2016
05-123-43867-00",DR ,"Boulter FF
26-042HN ",NIOBRARA ,17052,SWNW 27 5N 65W,1750 FNL 250 FWL,"WATTENBERG
90750 ",WELD 
"08/26/2016
09/08/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Callie Fiddes 
(303) 398-0550 ","11/14/2016
05-123-43864-00",DR ,"Boulter FF
26-159HN ",NIOBRARA ,16876,SWNW 27 5N 65W,1840 FNL 250 FWL,"WATTENBERG
90750 ",WELD 
"08/26/2016
09/08/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Callie Fiddes 
(303) 398-0550 ","11/14/2016
05-123-43869-00",DR ,"Boulter FF
26-122HN ",NIOBRARA ,16738,SWNW 27 5N 65W,1810 FNL 250 FWL,"WATTENBERG
90750 ",WELD 
"08/26/2016
09/08/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Callie Fiddes 
(303) 398-0550 ","11/14/2016
05-123-43862-00",DR ,"Boulter FF
26-162HC ",CODELL ,16767,SWNW 27 5N 65W,1855 FNL 250 FWL,"WATTENBERG
90750 ",WELD 
"08/26/2016
09/08/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Callie Fiddes 
(303) 398-0550 ","11/14/2016
05-123-43868-00",DR ,"Boulter FF
26-079HN ",NIOBRARA ,16892,SWNW 27 5N 65W,1765 FNL 250 FWL,"WATTENBERG
90750 ",WELD 
"08/26/2016
09/08/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Callie Fiddes 
(303) 398-0550 ","11/14/2016
05-123-43866-00",DR ,"Boulter FF
26-119HN ",NIOBRARA ,16909,SWNW 27 5N 65W,1795 FNL 250 FWL,"WATTENBERG
90750 ",WELD 
"08/26/2016
09/20/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Callie Fiddes 
(303) 398-0550 ","11/14/2016
05-123-43865-00",DR ,"Boulter FF
26-079HC ",CODELL ,17052,SWNW 27 5N 65W,1780 FNL 250 FWL,"WATTENBERG
90750 ",WELD 
"08/26/2016
09/08/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Callie Fiddes 
(303) 398-0550 ","11/14/2016
05-123-43870-00",DR ,"Boulter FF
26-122HC ",CODELL ,16913,SWNW 27 5N 65W,1825 FNL 250 FWL,"WATTENBERG
90750 ",WELD 
"08/04/2016
08/11/2016","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","11/14/2016
05-045-22498-00",DR ,"Federal SR
31-23 ",WILLIAMS FORK ,9731,NESW 14 7S 94W,1827 FSL 2050 FWL,"RULISON
75400 ",GARFIELD 
"08/29/2016
09/30/2016","WHITING OIL & GAS CORPORATION
96155 ","Larry Brown 
(307) 237-9310 ","11/14/2016
05-123-43861-00",DR ,"Razor
26L-3535 ",NIOBRARA-CODELL ,13626,NWSW 26 10N 58W,2404 FSL 445 FWL,"WILDCAT
99999 ",WELD 
"08/29/2016
09/08/2016","WHITING OIL & GAS CORPORATION
96155 ","Larry Brown 
(307) 237-9310 ","11/14/2016
05-123-43858-00",DR ,"Razor Fed
26L-2335 ",NIOBRARA-CODELL ,14022,NWSW 26 10N 58W,2344 FSL 444 FWL,"WILDCAT
99999 ",WELD 
"08/29/2016
09/08/2016","WHITING OIL & GAS CORPORATION
96155 ","Larry Brown 
(307) 237-9310 ","11/14/2016
05-123-43860-00",DR ,"Razor Fed
26L-2334 ",NIOBRARA ,13922,NWSW 26 10N 58W,2374 FSL 445 FWL,"WILDCAT
99999 ",WELD 
"08/29/2016
09/20/2016","WHITING OIL & GAS CORPORATION
96155 ","Larry Brown 
(307) 237-9310 ","11/14/2016
05-123-43859-00",DR ,"Razor
26L-3534 ",NIOBRARA ,13499,NWSW 26 10N 58W,2434 FSL 446 FWL,"WILDCAT
99999 ",WELD 
"05/17/2016
06/29/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Allison Linz 
(303) 398-0355 ","11/14/2016
05-123-39566-00",DR ,"Taoka KF
01-023HC ",CODELL ,11885,SESW 1 1N 65W,240 FSL 1384 FWL,"WATTENBERG
90750 ",WELD 
"05/17/2016
06/29/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Allison Linz 
(303) 398-0355 ","11/14/2016
05-123-39568-00",DR ,"Taoka KF
01-025HN ",NIOBRARA ,11577,SESW 1 1N 65W,240 FSL 1414 FWL,"WATTENBERG
90750 ",WELD 
"05/17/2016
06/29/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Allison Linz 
(303) 398-0355 ","11/14/2016
05-123-39565-00",DR ,"Taoka KF
01-022HN ",NIOBRARA ,11718,SESW 1 1N 65W,240 FSL 1354 FWL,"WATTENBERG
90750 ",WELD 
"05/17/2016
06/29/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Allison Linz 
(303) 398-0355 ","11/14/2016
05-123-39567-00",DR ,"Taoka KF
01-027HN ",NIOBRARA ,11552,SESW 1 1N 65W,240 FSL 1444 FWL,"WATTENBERG
90750 ",WELD 
"05/17/2016
07/11/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Allison Linz 
(303) 398-0355 ","11/14/2016
05-123-39570-00",DR ,"Taoka KF
01-028HC ",CODELL ,11843,SESW 1 1N 65W,240 FSL 1474 FWL,"WATTENBERG
90750 ",WELD 
"05/17/2016
06/07/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Allison Linz 
(303) 398-0355 ","11/14/2016
05-123-39569-00",DR ,"Taoka KF
01-021HN ",NIOBRARA ,11841,SWSW 1 1N 65W,240 FSL 1324 FWL,"WATTENBERG
90750 ",WELD 
"05/17/2016
06/29/2016","GREAT WESTERN OPERATING COMPANY LLC
10110 ","Allison Linz 
(303) 398-0355 ","11/14/2016
05-123-39564-00",DR ,"Taoka KF
01-029HN ",NIOBRARA ,11688,SESW 1 1N 65W,240 FSL 1504 FWL,"WATTENBERG
90750 ",WELD 
"09/29/2016
10/06/2016","BP AMERICA PRODUCTION COMPANY
10000 ","Naomi Azulai 
(970) 375-7511 ","11/10/2016
05-067-09993-02",DR ,"Southern Ute Tribal E
2 ",FRUITLAND COAL ,6869,SWSE 16 33N 7W,1167 FSL 1815 FEL,"IGNACIO BLANCO
38300 ",LA PLATA 
"09/29/2016
10/06/2016","BP AMERICA PRODUCTION COMPANY
10000 ","Naomi Azulai 
(970) 375-7511 ","11/10/2016
05-067-09993-01",DR ,"Southern Ute Tribal E
2 ",FRUITLAND COAL ,7137,SWSE 16 33N 7W,1167 FSL 1815 FEL,"IGNACIO BLANCO
38300 ",LA PLATA 
"11/07/2016
11/07/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","CHERYL LIGHT 
(720) 929-6461 ","11/10/2016
05-123-39792-01",DR ,"JZM
26N-3HZX ",NIOBRARA ,17099,SESE 10 1N 67W,306 FSL 603 FEL,"WATTENBERG
90750 ",WELD 
"09/15/2016
09/22/2016","BARRETT CORPORATION* BILL
10071 ","Matt Barber 
(303) 312-8188 ","11/10/2016
05-123-39313-00",DR ,"Ruh
6-62-11-0857B2 ",NIOBRARA ,16147,NWNE 11 6N 62W,250 FNL 1579 FEL,"WATTENBERG
90750 ",WELD 
"07/20/2016
07/25/2016","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","11/10/2016
05-045-22485-00",DR ,"STRAIT BOTTOM RANCH SG
723-24-23-HN1 ",NIOBRARA ,14795,NENW 23 7S 96W,1121 FNL 1529 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/13/2016
09/20/2016","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","11/10/2016
05-045-22509-00",DR ,"WPX GM
728-24-33-HN1 ",NIOBRARA ,16787,Lot 11 28 6S 96W,1259 FSL 2038 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"07/20/2016
07/25/2016","TEP ROCKY MOUNTAIN LLC
96850 ","VICKI SCHOEBER 
(970) 263-2721 ","11/10/2016
05-045-22486-00",DR ,"STRAIT BOTTOM RANCH SG
723-14-23-HN1 ",NIOBRARA ,14762,NENW 23 7S 96W,1131 FNL 1529 FWL,"GRAND VALLEY
31290 ",GARFIELD 
"09/22/2016
10/04/2016","SG INTERESTS I LTD
77330 ","Tracy Arnett 
(970) 3850696 ","11/10/2016
05-051-06100-01",DR ,"Cow Skull 11-89-18
#2 ",CAMEO COAL ,7163,NESW 18 11s 89w,2004 FSL 1767 FWL,"BULL MOUNTAIN SOUTH
7819 ",GUNNISON 
"09/29/2016
10/06/2016","BP AMERICA PRODUCTION COMPANY
10000 ","Naomi Azulai 
(970) 375-7511 ","11/10/2016
05-067-09993-00",DR ,"Southern Ute Tribal E
2 ",FRUITLAND COAL ,3752,SWSE 16 33N 7W,1167 FSL 1815 FEL,"IGNACIO BLANCO
38300 ",LA PLATA 
"04/12/2016
05/10/2016","GUNNISON ENERGY LLC
10515 ","Heather Lang 
(303) 296-2752 ","11/10/2016
05-051-06153-00",DR ,"Sheep 1190
8 H3 ",NIOBRARA ,13563,SWSW 8 11S 90W,951 FSL 1252 FWL,"WILDCAT
99999 ",GUNNISON 
"06/30/2016
07/29/2016","AGAVE OIL & GAS LLC
10492 ","Andrea Gross 
(303) 942-0506 ","11/10/2016
05-039-06678-00",DR ,"Herrick
1-8 ","J SAND, NIOBRARA, GRANEROS, CARLILE, D SAND ",7555,SESE 8 9S 62W,871 FSL 833 FEL,"WILDCAT
99999 ",ELBERT 
"06/30/2016
07/29/2016","AGAVE OIL & GAS LLC
10492 ","Andrea Gross 
(303) 942-0506 ","11/10/2016
05-039-06676-00",DR ,"Summers
1-11 ","J SAND, NIOBRARA, D SAND, CODELL, GREENHORN ",7380,NESE 11 10S 62W,1710 FSL 1180 FEL,"WILDCAT
99999 ",ELBERT 
"10/06/2016
10/14/2016","LARAMIE ENERGY LLC
10433 ","Joan Proulx 
(970) 263-3641 ","11/10/2016
05-077-10329-00",DR ,"Piceance Federal
29-13W ",WILLIAMS FORK-ILES ,8258,SWNE 29 9S 93W,1687 FNL 2263 FEL,"VEGA
85930 ",MESA 
"10/06/2016
10/14/2016","LARAMIE ENERGY LLC
10433 ","Joan Proulx 
(970) 263-3641 ","11/10/2016
05-077-10331-00",DR ,"Piceance Federal
29-16W ",WILLIAMS FORK-ILES ,8264,SWNE 29 9S 93W,1709 FNL 2286 FEL,"VEGA
85930 ",MESA 
"10/06/2016
10/14/2016","LARAMIE ENERGY LLC
10433 ","Joan Proulx 
(970) 263-3641 ","11/10/2016
05-077-10332-00",DR ,"Piceance Federal
29-14W ",WILLIAMS FORK-ILES ,8304,SWNE 29 9S 93W,1700 FNL 2281 FEL,"VEGA
85930 ",MESA 
"10/06/2016
10/14/2016","LARAMIE ENERGY LLC
10433 ","Joan Proulx 
(970) 263-3641 ","11/10/2016
05-077-10330-00",DR ,"Piceance Federal
29-12W ",WILLIAMS FORK-ILES ,8200,SWNE 29 9S 93W,1683 FNL 2272 FEL,"VEGA
85930 ",MESA 
"10/06/2016
10/14/2016","LARAMIE ENERGY LLC
10433 ","Joan Proulx 
(970) 263-3641 ","11/10/2016
05-077-10328-00",DR ,"Piceance Federal
29-15W ",WILLIAMS FORK-ILES ,8354,SWNE 29 9S 93W,1705 FNL 2272 FEL,"VEGA
85930 ",MESA 
"10/06/2016
10/14/2016","LARAMIE ENERGY LLC
10433 ","Joan Proulx 
(970) 263-3641 ","11/10/2016
05-077-10333-00",DR ,"Piceance Federal
29-17W ",WILLIAMS FORK-ILES ,8430,SWNE 29 9S 93W,1714 FNL 2277 FEL,"VEGA
85930 ",MESA 
"06/30/2016
07/29/2016","AGAVE OIL & GAS LLC
10492 ","Andrea Gross 
(303) 942-0506 ","11/10/2016
05-039-06675-00",DR ,"Conley
1-29 ","CODELL, D SAND, GREENHORN, J SAND, NIOBRARA ",7560,SWSW 29 9S 62W,660 FSL 660 FWL,"WILDCAT
99999 ",ELBERT 
"09/19/2016
09/26/2016","URSA OPERATING COMPANY LLC
10447 ","JENNIFER LIND 
(720) 508-8362 ","11/08/2016
05-045-22713-00",DR ,"B&V
11A-18-07-95 ",WILLIAMS FORK ,6751,NWSW 7 7S 95W,1879 FSL 522 FWL,"WILDCAT
99999 ",GARFIELD 
"09/19/2016
09/26/2016","URSA OPERATING COMPANY LLC
10447 ","JENNIFER LIND 
(720) 508-8362 ","11/08/2016
05-045-22845-00",DR ,"B&V
11B-18-07-95 ",WILLIAMS FORK ,6865,NWSW 7 7S 95W,1863 FSL 502 FWL,"WILDCAT
99999 ",GARFIELD 
"09/19/2016
09/26/2016","URSA OPERATING COMPANY LLC
10447 ","JENNIFER LIND 
(720) 508-8362 ","11/08/2016
05-045-22718-00",DR ,"B&V
13A-07-07-95 ",WILLIAMS FORK ,6436,NWSW 7 7S 95W,1942 FSL 601 FWL,"WILDCAT
99999 ",GARFIELD 
"09/19/2016
09/26/2016","URSA OPERATING COMPANY LLC
10447 ","JENNIFER LIND 
(720) 508-8362 ","11/08/2016
05-045-22719-00",DR ,"B&V
13B-07-07-95 ",WILLIAMS FORK ,6736,NWSW 7 7S 95W,1925 FSL 581 FWL,"WILDCAT
99999 ",GARFIELD 
"09/19/2016
09/26/2016","URSA OPERATING COMPANY LLC
10447 ","JENNIFER LIND 
(720) 508-8362 ","11/08/2016
05-045-22712-00",DR ,"B&V
13C-07-07-95 ",WILLIAMS FORK ,6338,NWSW 7 7S 95W,1944 FSL 568 FWL,"WILDCAT
99999 ",GARFIELD 
"09/19/2016
09/26/2016","URSA OPERATING COMPANY LLC
10447 ","JENNIFER LIND 
(720) 508-8362 ","11/08/2016
05-045-22721-00",DR ,"B&V
14A-07-07-95 ",WILLIAMS FORK ,6385,NWSW 7 7S 95W,1912 FSL 528 FWL,"WILDCAT
99999 ",GARFIELD 
"09/19/2016
09/26/2016","URSA OPERATING COMPANY LLC
10447 ","JENNIFER LIND 
(720) 508-8362 ","11/08/2016
05-045-22706-00",DR ,"B&V
14B-07-07-95 ",WILLIAMS FORK ,6465,NWSW 7 7S 95W,1897 FSL 508 FWL,"WILDCAT
99999 ",GARFIELD 
"09/19/2016
09/26/2016","URSA OPERATING COMPANY LLC
10447 ","JENNIFER LIND 
(720) 508-8362 ","11/08/2016
05-045-22715-00",DR ,"B&V
14D-07-07-95 ",WILLIAMS FORK ,6622,NWSW 7 7S 95W,1895 FSL 542 FWL,"WILDCAT
99999 ",GARFIELD 
"09/19/2016
09/26/2016","URSA OPERATING COMPANY LLC
10447 ","JENNIFER LIND 
(720) 508-8362 ","11/08/2016
05-045-22723-00",DR ,"B&V
23D-07-07-95 ",WILLIAMS FORK ,6688,NWSW 7 7S 95W,1936 FSL 558 FWL,"WILDCAT
99999 ",GARFIELD 
"09/19/2016
09/27/2016","URSA OPERATING COMPANY LLC
10447 ","JENNIFER LIND 
(720) 508-8362 ","11/08/2016
05-045-22722-00",DR ,"B&V
24C-07-07-95 ",WILLIAMS FORK ,6816,NWSW 7 7S 95W,1919 FSL 572 FWL,"WILDCAT
99999 ",GARFIELD 
"09/19/2016
09/26/2016","URSA OPERATING COMPANY LLC
10447 ","JENNIFER LIND 
(720) 508-8362 ","11/08/2016
05-045-22711-00",DR ,"B&V
21A-18-07-95 ",WILLIAMS FORK ,7017,NWSW 7 7S 95W,1887 FSL 5332 FWL,"WILDCAT
99999 ",GARFIELD 
"09/19/2016
09/26/2016","URSA OPERATING COMPANY LLC
10447 ","JENNIFER LIND 
(720) 508-8362 ","11/08/2016
05-045-22710-00",DR ,"B&V
23A-07-07-95 ",WILLIAMS FORK ,6656,NWSW 7 7S 95W,1950 FSL 611 FWL,"WILDCAT
99999 ",GARFIELD 
"09/19/2016
09/26/2016","URSA OPERATING COMPANY LLC
10447 ","JENNIFER LIND 
(720) 508-8362 ","11/08/2016
05-045-22709-00",DR ,"B&V
41A-13-07-95 ",WILLIAMS FORK ,6921,NWSW 7 7S 95W,1871 FSL 512 FWL,"WILDCAT
99999 ",GARFIELD 
"09/19/2016
09/26/2016","URSA OPERATING COMPANY LLC
10447 ","JENNIFER LIND 
(720) 508-8362 ","11/08/2016
05-045-22717-00",DR ,"B&V
13D-07-07-95 ",WILLIAMS FORK ,6342,NWSW 7 7S 95W,1928 FSL 548 FWL,"WILDCAT
99999 ",GARFIELD 
